MIN=0	-300	-0.3
MAX=10	300	0.3
SCALE=10	100	0.1
DEC=1	1	4
DEF="Time" t / s	"Magn. flux density" B_A1 / mT	"Voltage" U_B1 / V
0	-6.525	-0.0015
0.09	-6.465	0.00195
0.2	-6.45	-0.003
0.3	-6.525	0.00135
0.4	-6.51	-0.00165
0.5	-6.45	0.0024
0.6	-6.495	-0.00255
0.7	-6.495	0.0009
0.79	-6.435	-0.00075
0.9	-6.57	-0.0015
0.99	-6.465	0.0003
1.1	-6.42	-0.00045
1.2	-6.51	-0.0009
1.29	-5.085	-0.0021
1.4		-0.0012
1.5	-0.05	-0.0015
1.59	1.22	-0.00195
1.7	2.75	-0.0012
1.79	3.71	-0.00105
1.9	5.885	-0.0003
2	9.35	0.00075
2.1		-0.00285
2.2	19.755	-0.0021
2.29	22.785	-0.00285
2.4	25.2	-0.0009
2.5	27.975	-0.0012
2.6		-0.0024
2.7	34.55	-0.00255
2.79	35.6	0.0003
2.9	37	-0.00045
3	39.95	-0.00015
3.1	42.5	-0.0009
3.2	44.95	-0.0015
3.3	47.15	-0.0012
3.39	50.5	-0.0012
3.5	54.15	-0.0024
3.6	54.55	-0.0006
3.7	57.75	-0.0018
3.8	59.75	0.00135
3.89	62.5	0.0009
4	64.65	-0.0018
4.09	66.8	-0.00015
4.2	70.2	0.00105
4.29	75.65	-0.00225
4.4	76.2	-0.00135
4.5	77.8	-0.0015
4.61	79.75	-0.00105
4.7	82.6	0.0003
4.79	85.85	-0.0009
4.9	89.85	-0.00165
5	93.1	0.00135
5.1	94.4	-0.0024
5.19	94.3	-0.00225
5.3	94.3	-0.00075
5.4	94.4	0.00075
5.51		-0.00165
5.6	105.45	-0.0024
5.69	108.6	0.00015
5.8	111.9	-0.00135
5.9	116.55	0.0006
6.01	121.5	-0.00105
6.1	127.05	-0.00045
6.19	128.85	0.00045
6.3	130.35	-0.0015
6.4	132.9	0.0012
6.51	138.9	-0.0021
6.6	143.85	0.0006
6.69	146.4	-0.0003
6.8	146.4	-0.0015
6.9	146.4	0.00075
7.01	152.55	-0.00255
7.1	158.25	0.0003
7.19	163.5	0.00165
7.3	165.9	-0.0024
7.39	168.6	-0.00135
7.5	172.65	0
7.6	172.95	-0.0003
7.7	173.1	-0.00015
7.8	173.1	0.00015
7.91	175.2	-0.00195
8	175.35	-0.0018
8.1	175.2	0
8.2	175.35	-0.00135
8.3	175.2	-0.00075
8.4	175.2	0.00195
8.49	175.2	-0.0009
8.6	175.35	-0.00045
8.7	175.35	-0.00075
8.8	175.35	-0.0015
8.9	175.35	0.00225
8.99	175.2	0
9.1	175.2	-0.0006
